 ,Area,Mean,StdDev,Mode,Min,Max,Row,Column,Absorbance
84,12640000,30722.579,202.582,30597,30170,31409,G,12,30722.579
85,12640000,31308.419,122.494,31295,30909,31774,H,1,31308.419
86,12640000,30677.455,110.657,30712,30228,31125,H,2,30677.455
87,12640000,30460.969,109.111,30441,30138,30851,H,3,30460.969
88,12640000,30402.880,126.586,30347,29688,31017,H,4,30402.880
89,12640000,30280.941,142.114,30301,29846,30736,H,5,30280.941
90,12640000,30317.645,193.174,30167,29911,31176,H,6,30317.645
91,12640000,30480.571,252.208,30429,29894,31289,H,7,30480.571
92,12640000,30561.570,223.880,30445,29917,31481,H,8,30561.570
93,12640000,30564.711,167.634,30620,30124,31396,H,9,30564.711
94,12640000,30373.792,140.348,30373,29927,30946,H,10,30373.792
95,12640000,30511.613,174.540,30537,29944,31190,H,11,30511.613
96,12640000,31187.614,226.352,31180,30578,31809,H,12,31187.614
