 ,Area,Mean,StdDev,Mode,Min,Max,Row,Column,Absorbance
1,12640000,50792.931,214.681,50955,49476,51084,A,1,50792.931
2,12640000,50714.555,343.572,50863,48346,51055,A,2,50714.555
3,12640000,50826.169,316.844,50938,48553,51189,A,3,50826.169
4,12640000,50824.812,419.433,50898,48661,51433,A,4,50824.812
5,12640000,50840.748,327.86,50983,48988,51287,A,5,50840.748
6,12640000,50932.79,270.132,50938,49115,51392,A,6,50932.79
7,12640000,50946.286,295.423,51065,49558,51514,A,7,50946.286
8,12640000,50902.849,298.067,51079,49668,51428,A,8,50902.849
9,12640000,50955.437,254.651,51021,49739,51398,A,9,50955.437
10,12640000,50918.253,303.072,51026,49475,51384,A,10,50918.253
11,12640000,50948.134,369.844,51060,48810,51385,A,11,50948.134
12,12640000,50915.885,409.464,50720,48714,51529,A,12,50915.885
13,12640000,50921.408,205.603,51007,50199,51243,B,1,50921.408
14,12640000,50759.58,518.901,50994,47234,51282,B,2,50759.58
15,12640000,50684.678,480.719,50961,47582,51243,B,3,50684.678
16,12640000,50743.809,499.223,50936,46935,51265,B,4,50743.809
17,12640000,50740.263,477.86,51020,47491,51201,B,5,50740.263
18,12640000,50831.754,458.336,50864,47613,51338,B,6,50831.754
19,12640000,50768.107,511.357,51009,47154,51586,B,7,50768.107
20,12640000,50827.415,424.539,51001,47619,51249,B,8,50827.415
21,12640000,50883.81,450.611,51166,47885,51276,B,9,50883.81
22,12640000,50924.532,406.707,51206,48102,51317,B,10,50924.532
23,12640000,50847.894,504.21,51119,48154,51395,B,11,50847.894
24,12640000,50843.646,408.365,51076,48591,51487,B,12,50843.646
25,12640000,50813.367,365.327,51133,49012,51350,C,1,50813.367
26,12640000,50652.824,502.589,50655,47313,51388,C,2,50652.824
27,12640000,50687.014,559.799,50875,47184,51433,C,3,50687.014
28,12640000,50698.038,458.512,50524,47785,51411,C,4,50698.038
29,12640000,50776.167,488.383,50908,47473,51463,C,5,50776.167
30,12640000,50980.849,370,50782,48852,51547,C,6,50980.849
31,12640000,50855.672,407.785,50896,48124,51378,C,7,50855.672
32,12640000,50919.356,548.284,50891,47356,51681,C,8,50919.356
33,12640000,50896.067,547.963,51044,47100,52887,C,9,50896.067
34,12640000,50914.159,531.014,50873,47215,52261,C,10,50914.159
35,12640000,50879.866,483.716,50841,47571,51458,C,11,50879.866
36,12640000,50934.198,397.675,50658,48919,51594,C,12,50934.198
37,12640000,50705.433,286.857,50683,50018,51310,D,1,50705.433
38,12640000,50675.013,464.932,50668,47387,51321,D,2,50675.013
39,12640000,50487.26,538.563,50387,46936,51283,D,3,50487.26
40,12640000,50647.028,492.182,50435,47310,51249,D,4,50647.028
41,12640000,50806.82,484.529,50897,47473,51400,D,5,50806.82
42,12640000,50782.202,485.875,51001,47391,51379,D,6,50782.202
43,12640000,50798.171,446.926,50771,47784,51385,D,7,50798.171
44,12640000,50857.043,504.385,50867,47156,51556,D,8,50857.043
45,12640000,50857.542,512.991,50887,47208,51562,D,9,50857.542
46,12640000,50923.315,527.186,51040,47631,51471,D,10,50923.315
47,12640000,50899.346,478.217,50813,47566,51568,D,11,50899.346
48,12640000,50883.426,361.745,51065,48920,51449,D,12,50883.426
49,12640000,50681.555,245.65,50763,49853,51180,E,1,50681.555
50,12640000,50551.357,505.591,50302,47381,51273,E,2,50551.357
51,12640000,50632.552,537.759,50908,47442,51378,E,3,50632.552
52,12640000,50592.047,472.317,50591,47282,51193,E,4,50592.047
53,12640000,50753.112,519.709,50959,47510,51291,E,5,50753.112
54,12640000,50810.337,468.769,50900,47455,51418,E,6,50810.337
55,12640000,50787.487,431.739,50933,47855,51390,E,7,50787.487
56,12640000,50868.64,498.358,51142,47544,51512,E,8,50868.64
57,12640000,50867.032,476.662,51207,47545,51414,E,9,50867.032
58,12640000,50955.192,525.845,50876,47280,51657,E,10,50955.192
59,12640000,49346.446,3076.396,50994,40709,51945,E,11,49346.446
60,12640000,50960.932,342.362,50734,49186,51438,E,12,50960.932
61,12640000,50719.155,253.886,50526,49724,51199,F,1,50719.155
62,12640000,50417.656,465.315,50498,47945,51165,F,2,50417.656
63,12640000,50515.905,568.602,50885,47017,51261,F,3,50515.905
64,12640000,50634.199,496.831,50851,47381,51359,F,4,50634.199
65,12640000,50743.494,489.573,50566,47395,51435,F,5,50743.494
66,12640000,50642.765,509.338,50911,47297,51224,F,6,50642.765
67,12640000,50783.488,473.012,51044,47572,51377,F,7,50783.488
68,12640000,50787.6,448.628,50984,47518,51457,F,8,50787.6
69,12640000,50761.06,435.268,50787,47840,51444,F,9,50761.06
