 ,Area,Mean,StdDev,Mode,Min,Max,Row,Column,Absorbance
1,12640000,42648.566,167.016,42661,41729,42930,A,1,42648.566
2,12640000,42561.580,163.986,42618,41630,42835,A,2,42561.580
3,12640000,42517.246,209.820,42648,41427,42863,A,3,42517.246
4,12640000,42494.304,214.963,42532,41010,42885,A,4,42494.304
5,12640000,42575.653,188.258,42636,41775,43000,A,5,42575.653
6,12640000,42562.405,243.322,42372,41148,43126,A,6,42562.405
7,12640000,42831.657,190.479,42790,41597,43494,A,7,42831.657
8,12640000,42747.681,151.644,42769,41822,43063,A,8,42747.681
9,12640000,42382.392,120.288,42396,41928,42661,A,9,42382.392
10,12640000,43008.309,419.434,42947,41511,49912,A,10,43008.309
11,12640000,42624.775,268.987,42564,41674,43340,A,11,42624.775
12,12640000,42607.274,224.474,42769,41295,43116,A,12,42607.274
13,12640000,42810.291,351.164,42955,41437,43393,B,1,42810.291
14,12640000,42410.725,409.779,42550,40333,42869,B,2,42410.725
15,12640000,42487.192,379.205,42513,40728,43041,B,3,42487.192
16,12640000,42554.555,360.002,42600,40574,43201,B,4,42554.555
17,12640000,42346.509,357.143,42379,40333,42949,B,5,42346.509
18,12640000,42672.576,361.170,42930,40819,43283,B,6,42672.576
19,12640000,42649.966,441.141,42462,40751,43606,B,7,42649.966
20,12640000,42315.694,478.499,42236,40174,43088,B,8,42315.694
21,12640000,42728.725,402.783,42995,40551,43275,B,9,42728.725
22,12640000,42756.709,308.404,42923,40892,43203,B,10,42756.709
23,12640000,42804.718,303.698,42881,41095,43262,B,11,42804.718
24,12640000,42789.211,262.967,42643,41857,43428,B,12,42789.211
25,12640000,42974.002,193.221,43103,42350,43312,C,1,42974.002
26,12640000,42525.335,453.036,42701,39982,43080,C,2,42525.335
27,12640000,42519.903,354.698,42811,40720,43007,C,3,42519.903
28,12640000,42461.938,720.475,42664,36904,43136,C,4,42461.938
29,12640000,42555.148,354.265,42598,40326,43063,C,5,42555.148
30,12640000,42750.983,440.145,42873,40313,43558,C,6,42750.983
31,12640000,42902.956,461.736,43279,40969,43531,C,7,42902.956
32,12640000,42558.204,467.921,42334,40196,43216,C,8,42558.204
33,12640000,42804.264,462.164,42886,40565,43427,C,9,42804.264
34,12640000,42825.305,439.376,43124,40694,43481,C,10,42825.305
35,12640000,42791.783,508.750,43165,41083,43487,C,11,42791.783
36,12640000,42796.567,306.710,42565,41809,43506,C,12,42796.567
37,12640000,43713.676,232.973,43868,43060,44119,D,1,43713.676
38,12640000,43160.162,399.950,43467,41284,46632,D,2,43160.162
39,12640000,42927.267,382.684,43131,40956,43504,D,3,42927.267
40,12640000,42777.286,339.164,42914,40760,43399,D,4,42777.286
41,12640000,42569.212,542.473,42599,39633,43411,D,5,42569.212
42,12640000,42834.972,400.527,43127,40545,43360,D,6,42834.972
43,12640000,42821.850,457.113,43070,40745,43524,D,7,42821.850
44,12640000,42724.504,403.545,42776,40165,43240,D,8,42724.504
45,12640000,42846.608,410.594,42930,40527,43557,D,9,42846.608
46,12640000,42776.622,471.679,43189,40323,43335,D,10,42776.622
47,12640000,42789.804,287.376,42920,40779,43159,D,11,42789.804
48,12640000,42948.199,213.712,42791,42158,43350,D,12,42948.199
49,12640000,43682.066,227.131,43747,42690,47340,E,1,43682.066
50,12640000,42971.234,378.997,43230,40987,43513,E,2,42971.234
51,12640000,42809.082,383.660,43059,40843,43265,E,3,42809.082
52,12640000,42703.782,358.882,42724,40740,43146,E,4,42703.782
53,12640000,42481.638,427.177,42317,40029,43123,E,5,42481.638
54,12640000,42699.558,432.652,42443,40363,43318,E,6,42699.558
55,12640000,42775.610,552.461,43028,40096,43548,E,7,42775.610
56,12640000,42613.893,530.666,42924,40231,43691,E,8,42613.893
57,12640000,42600.728,482.739,42660,40188,43508,E,9,42600.728
58,12640000,42586.622,538.860,42359,40050,43367,E,10,42586.622
59,12640000,42661.046,383.410,43122,41023,43406,E,11,42661.046
60,12640000,42531.783,265.665,42271,41842,43136,E,12,42531.783
61,12640000,43691.487,237.403,43804,42656,44342,F,1,43691.487
62,12640000,43010.517,253.878,43084,41454,43484,F,2,43010.517
63,12640000,42861.146,473.528,43128,40110,43437,F,3,42861.146
64,12640000,42628.795,434.726,42827,40269,43098,F,4,42628.795
65,12640000,42618.184,403.629,42547,40496,43339,F,5,42618.184
66,12640000,42676.998,461.440,42953,40059,43381,F,6,42676.998
67,12640000,42792.637,560.995,43201,39995,43577,F,7,42792.637
68,12640000,42625.332,408.762,42745,40349,43172,F,8,42625.332
69,12640000,42517.388,502.334,43064,40289,43225,F,9,42517.388
70,12640000,42755.824,374.969,43065,40619,43415,F,10,42755.824
71,12640000,42616.267,307.932,42990,41679,43162,F,11,42616.267
72,12640000,42588.513,259.311,42280,41774,43142,F,12,42588.513
73,12640000,32690.180,202.606,32604,32211,33321,G,1,32690.180
74,12640000,32094.755,165.844,32137,31551,32693,G,2,32094.755
75,12640000,31824.962,115.450,31790,31473,32318,G,3,31824.962
76,12640000,42328.949,127.694,42360,41879,42613,G,4,42328.949
77,12640000,42672.892,186.548,42826,42182,43066,G,5,42672.892
78,12640000,42982.252,193.828,42922,42038,43430,G,6,42982.252
79,12640000,42532.593,217.325,42513,41399,42975,G,7,42532.593
80,12640000,42398.200,231.041,42409,41043,42782,G,8,42398.200
81,12640000,42562.270,222.233,42391,41608,43030,G,9,42562.270
82,12640000,33263.907,266.195,33123,32655,34375,G,10,33263.907
83,12640000,33005.528,402.962,32640,32103,36906,G,11,33005.528
84,12640000,32855.635,353.134,32758,31982,33884,G,12,32855.635
85,12640000,33442.780,246.228,33688,32823,34093,H,1,33442.780
86,12640000,32307.998,181.059,32333,31830,32896,H,2,32307.998
87,12640000,32142.212,148.910,32059,31800,32670,H,3,32142.212
88,12640000,32732.571,314.056,32755,31963,33745,H,4,32732.571
89,12640000,32355.533,248.062,32162,31877,33266,H,5,32355.533
90,12640000,33122.205,518.582,32625,32311,34695,H,6,33122.205
91,12640000,33337.925,263.529,33296,32561,34649,H,7,33337.925
92,12640000,33042.902,454.144,32913,32067,34176,H,8,33042.902
93,12640000,33490.391,306.760,33587,32685,34578,H,9,33490.391
94,12640000,32641.680,199.621,32599,32131,33380,H,10,32641.680
95,12640000,32467.604,258.097,32182,31859,33120,H,11,32467.604
96,12640000,33613.934,341.339,33746,32679,34276,H,12,33613.934
