 ,Area,Mean,StdDev,Mode,Min,Max,Row,Column,Absorbance
1,12640000,49721.476,320.983,49867,47618,50051,A,1,49721.476
2,12640000,49716.430,316.160,49826,47751,50102,A,2,49716.430
3,12640000,49804.165,314.928,49880,47821,50173,A,3,49804.165
4,12640000,49522.136,355.488,49570,47428,49950,A,4,49522.136
5,12640000,49637.386,329.317,49746,47640,50035,A,5,49637.386
6,12640000,49590.716,331.942,49699,47562,49986,A,6,49590.716
7,12640000,49603.152,349.012,49745,47780,50069,A,7,49603.152
8,12640000,49554.076,293.209,49675,47800,49991,A,8,49554.076
9,12640000,49910.219,280.850,50015,48170,50559,A,9,49910.219
10,12640000,49938.696,313.580,50085,48117,50418,A,10,49938.696
11,12640000,49867.415,420.953,50160,47269,50261,A,11,49867.415
12,12640000,49843.610,437.038,49905,46890,50458,A,12,49843.610
13,12640000,49635.683,332.710,49742,48027,50014,B,1,49635.683
14,12640000,49513.237,445.485,49728,46591,49975,B,2,49513.237
15,12640000,49492.380,496.127,49567,46201,51284,B,3,49492.380
16,12640000,49581.682,462.731,49800,46299,50048,B,4,49581.682
17,12640000,49645.545,460.706,49883,46338,50143,B,5,49645.545
18,12640000,49414.089,513.558,49503,45721,49878,B,6,49414.089
19,12640000,49694.108,470.415,49962,46157,50069,B,7,49694.108
20,12640000,49393.720,499.699,49707,46032,49843,B,8,49393.720
21,12640000,49637.932,541.502,49854,46100,50117,B,9,49637.932
22,12640000,49759.309,558.808,49970,46183,50243,B,10,49759.309
23,12640000,49652.204,530.443,49767,46018,50194,B,11,49652.204
24,12640000,49714.874,384.028,49879,47490,50194,B,12,49714.874
25,12640000,49709.972,273.600,49825,48732,50068,C,1,49709.972
26,12640000,49489.099,469.625,49897,46838,49975,C,2,49489.099
27,12640000,49519.408,471.346,49912,46583,49981,C,3,49519.408
28,12640000,49504.699,526.022,49845,46143,49991,C,4,49504.699
29,12640000,49630.983,528.452,49686,46240,50172,C,5,49630.983
30,12640000,49537.714,511.056,49921,46279,50052,C,6,49537.714
31,12640000,49534.054,524.847,49873,45921,50004,C,7,49534.054
32,12640000,49498.942,553.788,49825,45627,49983,C,8,49498.942
33,12640000,49614.412,557.958,50013,45735,50073,C,9,49614.412
34,12640000,49728.471,545.963,49994,45950,50235,C,10,49728.471
35,12640000,49755.765,507.555,49876,46466,50261,C,11,49755.765
36,12640000,49747.188,350.625,49693,47930,50353,C,12,49747.188
37,12640000,49631.028,315.883,49961,47928,50059,D,1,49631.028
38,12640000,49578.920,442.776,49633,46926,50042,D,2,49578.920
39,12640000,49560.490,494.556,49591,46327,50066,D,3,49560.490
40,12640000,49569.011,520.250,49647,45914,50055,D,4,49569.011
41,12640000,49792.960,464.722,49930,46631,50258,D,5,49792.960
42,12640000,49669.331,557.885,50088,46104,50244,D,6,49669.331
43,12640000,49629.639,492.096,49964,46066,50703,D,7,49629.639
44,12640000,49793.129,540.827,50037,46196,50468,D,8,49793.129
45,12640000,49747.453,556.083,50162,45675,50239,D,9,49747.453
46,12640000,49736.131,519.526,50076,46085,50171,D,10,49736.131
47,12640000,49855.642,481.151,49963,46324,50339,D,11,49855.642
48,12640000,49817.042,333.838,49825,47901,50280,D,12,49817.042
49,12640000,49724.938,309.346,49706,48177,50151,E,1,49724.938
50,12640000,49607.829,427.513,49495,46959,50173,E,2,49607.829
51,12640000,49649.825,501.534,49563,46481,50212,E,3,49649.825
52,12640000,49627.674,540.105,49564,46161,50172,E,4,49627.674
53,12640000,49728.221,496.974,49872,46490,50276,E,5,49728.221
54,12640000,49677.530,519.152,50126,46498,50232,E,6,49677.530
55,12640000,49853.490,542.773,50262,46283,50338,E,7,49853.490
56,12640000,49856.742,522.702,49822,46117,50412,E,8,49856.742
57,12640000,49774.674,551.139,50009,45674,50262,E,9,49774.674
58,12640000,49708.288,531.639,50009,45929,50121,E,10,49708.288
59,12640000,49805.707,471.004,49900,46580,50326,E,11,49805.707
60,12640000,49832.414,290.116,49885,48341,50242,E,12,49832.414
61,12640000,49713.264,333.360,50052,48192,50148,F,1,49713.264
62,12640000,49635.652,540.133,49501,46304,50181,F,2,49635.652
63,12640000,49598.797,544.971,49923,46210,50238,F,3,49598.797
64,12640000,49639.291,449.023,49970,46701,50101,F,4,49639.291
65,12640000,49923.086,460.984,50090,47019,50451,F,5,49923.086
66,12640000,49732.092,589.617,50015,46072,50339,F,6,49732.092
67,12640000,49937.715,502.671,50265,46273,50334,F,7,49937.715
68,12640000,49977.010,483.488,50308,46441,50356,F,8,49977.010
69,12640000,49651.771,450.482,49897,46557,50279,F,9,49651.771
70,12640000,49918.443,356.132,50143,47205,50272,F,10,49918.443
71,12640000,49920.097,345.426,49834,47353,50342,F,11,49920.097
