 ,Area,Mean,StdDev,Mode,Min,Max,Row,Column,Absorbance
1,12640000,43487.464,294.303,43667,42601,44305,A,1,43487.464
2,12640000,43506.937,204.479,43537,42650,44014,A,2,43506.937
3,12640000,45441.218,247.391,45569,44577,45908,A,3,45441.218
4,12640000,43575.689,235.897,43390,42689,45345,A,4,43575.689
5,12640000,43505.154,215.242,43487,42492,44252,A,5,43505.154
6,12640000,43646.083,247.627,43607,42332,44209,A,6,43646.083
7,12640000,43696.139,345.942,43579,42208,44522,A,7,43696.139
8,12640000,43758.211,199.584,43654,42855,44513,A,8,43758.211
9,12640000,43901.456,204.246,43996,43303,47382,A,9,43901.456
10,12640000,43835.856,169.642,43963,43268,44257,A,10,43835.856
11,12640000,43780.640,188.220,43715,42818,44121,A,11,43780.640
12,12640000,43676.350,259.287,43589,42894,44301,A,12,43676.350
13,12640000,43565.157,234.096,43570,42781,44490,B,1,43565.157
14,12640000,43637.471,225.470,43637,42463,44154,B,2,43637.471
15,12640000,45540.911,190.041,45406,45047,46092,B,3,45540.911
16,12640000,43434.874,305.319,43363,42105,44167,B,4,43434.874
17,12640000,43524.650,307.398,43357,42215,46029,B,5,43524.650
18,12640000,43663.153,285.052,43480,42115,44140,B,6,43663.153
19,12640000,43874.881,237.912,43897,42368,44404,B,7,43874.881
20,12640000,43830.415,228.795,43998,42624,44339,B,8,43830.415
21,12640000,43922.169,203.479,44009,42704,44309,B,9,43922.169
22,12640000,43671.347,260.846,43861,41873,44087,B,10,43671.347
23,12640000,43796.127,215.840,43974,42720,44153,B,11,43796.127
24,12640000,43700.600,278.526,43855,42851,47094,B,12,43700.600
25,12640000,43516.779,573.511,43349,42555,51871,C,1,43516.779
26,12640000,43404.343,383.199,43435,41581,44150,C,2,43404.343
27,12640000,45431.844,201.003,45396,44425,45994,C,3,45431.844
28,12640000,43169.030,277.950,42960,41917,43822,C,4,43169.030
29,12640000,43228.975,311.556,43342,41810,43840,C,5,43228.975
30,12640000,43426.962,413.110,43253,41206,44049,C,6,43426.962
31,12640000,43360.183,327.396,43439,41343,44765,C,7,43360.183
32,12640000,43513.884,303.545,43582,41368,44234,C,8,43513.884
33,12640000,43733.544,270.722,43913,42057,44182,C,9,43733.544
34,12640000,43515.221,284.905,43575,41736,44070,C,10,43515.221
35,12640000,43433.888,300.714,43482,41661,43869,C,11,43433.888
36,12640000,43556.941,229.800,43489,42682,44107,C,12,43556.941
37,12640000,43638.383,225.099,43514,43016,44179,D,1,43638.383
38,12640000,43740.245,389.186,43802,42368,47584,D,2,43740.245
39,12640000,45631.103,288.552,45906,44364,46043,D,3,45631.103
40,12640000,43573.480,252.079,43698,42067,43984,D,4,43573.480
41,12640000,43611.866,268.663,43481,42180,44045,D,5,43611.866
42,12640000,43724.727,339.120,43482,42027,44462,D,6,43724.727
43,12640000,43888.903,379.813,43608,41890,44478,D,7,43888.903
44,12640000,43888.260,322.632,43733,41774,44351,D,8,43888.260
45,12640000,43882.881,324.352,43856,42060,44325,D,9,43882.881
46,12640000,44032.906,331.371,44343,42064,44579,D,10,44032.906
47,12640000,43896.414,275.953,43746,42379,44395,D,11,43896.414
48,12640000,43923.895,216.104,43813,43124,44493,D,12,43923.895
49,12640000,43730.328,311.421,43709,42759,44516,E,1,43730.328
50,12640000,43833.718,371.089,43542,42433,44654,E,2,43833.718
51,12640000,45708.568,189.171,45923,44834,46092,E,3,45708.568
