 ,Area,Mean,StdDev,Mode,Min,Max,Row,Column,Absorbance
49,12640000,48269.941,405.282,48065,46096,49036,E,1,48269.941
50,12640000,48623.515,449.742,48579,45926,49316,E,2,48623.515
51,12640000,48656.934,486.403,48876,45440,49238,E,3,48656.934
52,12640000,48808.387,563.500,48979,45356,49261,E,4,48808.387
53,12640000,48707.399,587.683,48841,44751,49348,E,5,48707.399
54,12640000,48800.791,641.089,48974,44759,49529,E,6,48800.791
55,12640000,48925.988,708.982,49320,45021,49650,E,7,48925.988
56,12640000,48897.081,629.531,49227,45025,49538,E,8,48897.081
57,12640000,48863.355,716.418,48710,44633,49690,E,9,48863.355
58,12640000,48803.543,746.736,49428,44647,49810,E,10,48803.543
59,12640000,48886.304,567.499,48744,45554,49973,E,11,48886.304
60,12640000,48812.581,394.748,48461,46820,49494,E,12,48812.581
61,12640000,48196.255,380.074,48049,46020,48936,F,1,48196.255
62,12640000,48592.821,346.998,48671,46266,49147,F,2,48592.821
63,12640000,48665.203,451.504,48836,45548,49244,F,3,48665.203
64,12640000,48713.106,453.617,48877,45391,49069,F,4,48713.106
65,12640000,48719.606,570.858,48766,45230,49489,F,5,48719.606
66,12640000,48700.330,634.677,48876,44553,49440,F,6,48700.330
67,12640000,48933.141,699.715,49301,44508,49582,F,7,48933.141
68,12640000,48904.228,538.720,49044,45238,49381,F,8,48904.228
69,12640000,48807.547,586.478,49321,45208,49394,F,9,48807.547
70,12640000,49024.657,377.110,49287,46291,49540,F,10,49024.657
71,12640000,48825.266,394.550,48646,46749,49618,F,11,48825.266
72,12640000,48750.218,392.250,48826,46467,49601,F,12,48750.218
73,12640000,27669.823,194.458,27595,27348,28475,G,1,27669.823
74,12640000,27299.894,70.898,27246,27115,27535,G,2,27299.894
75,12640000,27225.179,70.585,27172,26992,27434,G,3,27225.179
76,12640000,48271.041,229.124,48266,46767,48747,G,4,48271.041
77,12640000,48737.583,271.224,49059,47940,49359,G,5,48737.583
78,12640000,48964.392,203.975,48932,47839,49370,G,6,48964.392
79,12640000,49022.730,354.092,48916,46984,49604,G,7,49022.730
80,12640000,49116.317,371.490,49197,46813,49565,G,8,49116.317
81,12640000,49117.448,388.414,48950,46749,49736,G,9,49117.448
82,12640000,27582.541,82.099,27556,27362,27943,G,10,27582.541
83,12640000,27478.777,97.586,27442,27161,27908,G,11,27478.777
84,12640000,27459.088,81.333,27476,27240,27784,G,12,27459.088
85,12640000,28031.814,67.862,28073,27814,28227,H,1,28031.814
86,12640000,27628.467,55.447,27615,27430,27831,H,2,27628.467
87,12640000,27549.521,52.960,27528,27379,27748,H,3,27549.521
88,12640000,27655.288,79.711,27659,27434,27879,H,4,27655.288
89,12640000,27561.622,64.359,27538,27380,27786,H,5,27561.622
90,12640000,27707.509,125.386,27665,27442,28121,H,6,27707.509
91,12640000,27726.854,72.056,27729,27494,27965,H,7,27726.854
92,12640000,27668.487,108.620,27762,27392,27930,H,8,27668.487
93,12640000,27768.960,82.320,27755,27525,28042,H,9,27768.960
94,12640000,27571.176,59.758,27604,27397,27838,H,10,27571.176
95,12640000,27472.594,75.217,27424,27258,27691,H,11,27472.594
96,12640000,27724.269,95.055,27738,27443,27945,H,12,27724.269
