 ,Area,Mean,StdDev,Mode,Min,Max,Row,Column,Absorbance
1,12640000,39654.155,167.747,39619,38554,40191,A,1,39654.155
2,12640000,39482.074,239.099,39553,37618,40942,A,2,39482.074
3,12640000,39228.839,219.623,39330,37551,39705,A,3,39228.839
4,12640000,38874.740,266.996,38824,36983,39342,A,4,38874.740
5,12640000,38701.089,195.968,38630,37559,39137,A,5,38701.089
6,12640000,38327.760,340.748,38432,35928,38900,A,6,38327.760
7,12640000,38440.829,269.956,38530,36197,38797,A,7,38440.829
8,12640000,38337.585,175.201,38389,37081,38946,A,8,38337.585
9,12640000,37998.054,93.702,37957,37641,38271,A,9,37998.054
10,12640000,38414.842,542.526,38387,36644,47065,A,10,38414.842
11,12640000,38121.835,254.404,38067,36711,40442,A,11,38121.835
12,12640000,38106.234,260.714,38032,36173,38537,A,12,38106.234
13,12640000,39944.895,217.477,39925,39002,42112,B,1,39944.895
14,12640000,39445.074,486.296,39574,37277,40007,B,2,39445.074
15,12640000,39338.496,419.687,39365,37541,39990,B,3,39338.496
16,12640000,39052.137,370.724,39256,37422,39554,B,4,39052.137
17,12640000,38608.458,404.876,38626,36660,39197,B,5,38608.458
18,12640000,38587.415,371.762,38646,37162,39329,B,6,38587.415
19,12640000,38402.257,379.904,38577,36807,39323,B,7,38402.257
20,12640000,38053.586,446.643,38126,36461,38843,B,8,38053.586
21,12640000,38284.891,398.414,38367,36318,38853,B,9,38284.891
22,12640000,38332.924,283.457,38436,37041,40528,B,10,38332.924
23,12640000,38288.674,421.635,38467,36346,38897,B,11,38288.674
24,12640000,38242.680,315.354,38272,36162,38862,B,12,38242.680
25,12640000,40059.344,149.380,40073,39208,40331,C,1,40059.344
26,12640000,39651.678,739.414,39849,37617,52682,C,2,39651.678
27,12640000,39440.190,337.141,39487,38111,39992,C,3,39440.190
28,12640000,39136.733,608.685,39263,34967,40740,C,4,39136.733
29,12640000,38855.986,322.740,38874,37575,39339,C,5,38855.986
30,12640000,38774.850,390.443,38724,37442,41039,C,6,38774.850
31,12640000,38663.190,397.997,38919,37341,39505,C,7,38663.190
32,12640000,38371.229,382.057,38657,36966,39011,C,8,38371.229
33,12640000,38467.998,332.738,38643,37249,38922,C,9,38467.998
34,12640000,38406.822,309.218,38574,37110,38954,C,10,38406.822
35,12640000,38389.962,353.959,37989,36963,38945,C,11,38389.962
36,12640000,38281.642,370.858,38381,36373,38960,C,12,38281.642
37,12640000,39547.849,282.599,39630,37958,40227,D,1,39547.849
38,12640000,39435.590,288.688,39502,38300,41478,D,2,39435.590
39,12640000,39282.659,235.999,39469,38542,39867,D,3,39282.659
40,12640000,39001.882,261.323,39163,37917,39814,D,4,39001.882
41,12640000,38638.884,461.697,38451,36911,39421,D,5,38638.884
42,12640000,38615.729,384.268,38907,37061,39300,D,6,38615.729
43,12640000,38479.435,338.526,38400,37438,39181,D,7,38479.435
44,12640000,38311.526,314.200,38426,37180,38915,D,8,38311.526
45,12640000,38316.108,402.761,38443,37072,39345,D,9,38316.108
46,12640000,38259.306,320.069,38575,37030,38782,D,10,38259.306
47,12640000,38255.217,286.849,38392,36986,38632,D,11,38255.217
48,12640000,38351.950,344.353,38511,36636,38842,D,12,38351.950
49,12640000,39565.919,258.256,39568,38103,41276,E,1,39565.919
50,12640000,39313.428,274.295,39242,38455,39813,E,2,39313.428
51,12640000,39170.123,214.963,39140,38302,39591,E,3,39170.123
52,12640000,38894.393,295.253,38980,37960,39479,E,4,38894.393
53,12640000,38493.472,329.182,38643,37049,39433,E,5,38493.472
54,12640000,38535.752,273.855,38493,37407,39900,E,6,38535.752
55,12640000,38530.065,324.456,38626,37533,39517,E,7,38530.065
56,12640000,38282.840,356.103,38592,36855,39074,E,8,38282.840
57,12640000,38134.152,346.491,38083,37067,38898,E,9,38134.152
58,12640000,38159.102,399.371,38382,36613,39113,E,10,38159.102
59,12640000,38110.978,377.805,38224,36819,39010,E,11,38110.978
60,12640000,38056.384,325.336,38109,36590,39020,E,12,38056.384
61,12640000,39491.937,232.289,39641,38191,39926,F,1,39491.937
62,12640000,39339.714,262.715,39401,38012,39762,F,2,39339.714
63,12640000,39146.210,338.207,39243,37660,39675,F,3,39146.210
64,12640000,38886.478,293.353,38908,37581,39313,F,4,38886.478
65,12640000,38564.922,235.059,38660,37396,39087,F,5,38564.922
66,12640000,38482.736,259.220,38593,37599,39018,F,6,38482.736
67,12640000,38483.434,339.505,38705,37131,39082,F,7,38483.434
68,12640000,38247.793,305.099,38413,36922,38796,F,8,38247.793
69,12640000,38183.551,266.994,38431,37269,38794,F,9,38183.551
70,12640000,38285.257,245.120,38449,37359,38803,F,10,38285.257
71,12640000,38127.588,241.268,38211,37079,39313,F,11,38127.588
72,12640000,38223.434,271.636,38311,36802,38583,F,12,38223.434
73,12640000,31344.987,193.103,31351,30697,32318,G,1,31344.987
74,12640000,31012.892,106.695,31004,30664,31462,G,2,31012.892
75,12640000,30808.619,110.984,30812,30460,31173,G,3,30808.619
76,12640000,37906.587,181.516,37917,37062,38325,G,4,37906.587
77,12640000,38172.005,242.148,38171,37210,38668,G,5,38172.005
78,12640000,38426.015,233.472,38404,37257,38826,G,6,38426.015
79,12640000,39958.930,370.310,40253,38398,40524,G,7,39958.930
80,12640000,39877.116,452.020,40308,37972,40466,G,8,39877.116
81,12640000,39843.220,367.427,39847,37992,40649,G,9,39843.220
82,12640000,30571.070,160.985,30673,30118,31214,G,10,30571.070
83,12640000,30599.578,197.013,30537,30108,31776,G,11,30599.578
84,12640000,30813.002,188.943,30689,30241,31529,G,12,30813.002
85,12640000,31302.013,150.803,31400,30848,31692,H,1,31302.013
86,12640000,30645.669,124.815,30658,30241,31624,H,2,30645.669
87,12640000,30465.951,114.146,30343,30103,30865,H,3,30465.951
88,12640000,30566.585,157.212,30481,29971,31102,H,4,30566.585
89,12640000,30336.546,145.703,30295,29855,30793,H,5,30336.546
90,12640000,30593.881,252.484,30418,29977,31621,H,6,30593.881
91,12640000,30598.162,148.122,30531,30099,31091,H,7,30598.162
92,12640000,30468.170,214.694,30517,29737,31011,H,8,30468.170
93,12640000,30742.373,157.666,30637,30298,31211,H,9,30742.373
94,12640000,30437.405,133.714,30441,30000,30959,H,10,30437.405
95,12640000,30482.610,142.721,30453,29927,30892,H,11,30482.610
96,12640000,31148.764,251.552,31264,30481,31775,H,12,31148.764
