 ,Area,Mean,StdDev,Mode,Min,Max,Row,Column,Absorbance
68,12640000,27103.476,776.359,26830,26599,33965,F,8,27103.476
69,12640000,27204.879,958.318,26844,26652,34008,F,9,27204.879
70,12640000,27220.488,1014.382,26783,26626,34138,F,10,27220.488
71,12640000,27127.167,462.895,26922,26684,28895,F,11,27127.167
72,12640000,27187.206,558.250,26851,26670,29887,F,12,27187.206
73,12640000,27368.753,87.078,27326,27172,27639,G,1,27368.753
74,12640000,27302.725,81.443,27238,27084,27597,G,2,27302.725
75,12640000,27225.089,72.889,27241,27039,27545,G,3,27225.089
76,12640000,49602.779,221.335,49433,48919,50115,G,4,49602.779
77,12640000,49887.017,195.987,49933,49211,50442,G,5,49887.017
78,12640000,49896.504,190.398,49932,48981,50317,G,6,49896.504
79,12640000,49455.445,249.850,49345,48442,49992,G,7,49455.445
80,12640000,49651.004,340.812,49656,47115,50093,G,8,49651.004
81,12640000,49739.784,371.724,49501,47600,50354,G,9,49739.784
82,12640000,27298.672,55.872,27285,27126,27462,G,10,27298.672
83,12640000,27328.362,61.083,27315,27135,27557,G,11,27328.362
84,12640000,27392.792,69.302,27364,27197,27691,G,12,27392.792
85,12640000,27837.624,119.564,27755,27598,28373,H,1,27837.624
86,12640000,27787.559,74.951,27835,27587,28028,H,2,27787.559
87,12640000,27951.062,48.977,27941,27798,28129,H,3,27951.062
88,12640000,27677.339,69.464,27668,27456,27975,H,4,27677.339
89,12640000,27602.025,69.079,27560,27430,27791,H,5,27602.025
90,12640000,27673.016,59.761,27654,27481,27903,H,6,27673.016
91,12640000,27700.203,55.258,27665,27518,27863,H,7,27700.203
92,12640000,27489.982,174.463,27491,27318,30555,H,8,27489.982
93,12640000,27504.718,58.003,27519,27329,27725,H,9,27504.718
94,12640000,27816.515,50.854,27805,27645,27975,H,10,27816.515
95,12640000,27556.859,50.554,27571,27398,27739,H,11,27556.859
96,12640000,27470.121,58.959,27476,27285,27657,H,12,27470.121
