 ,Area,Mean,StdDev,Mode,Min,Max,Row,Column,Absorbance
1,12640000,41326.878,145.581,41439,40557,41643,A,1,41326.878
2,12640000,41053.965,359.407,41189,38931,41465,A,2,41053.965
3,12640000,40867.134,278.929,41006,39291,41193,A,3,40867.134
4,12640000,40600.941,357.441,40784,38541,41428,A,4,40600.941
5,12640000,40389.325,247.906,40458,39382,43166,A,5,40389.325
6,12640000,40252.327,258.754,40389,38664,40759,A,6,40252.327
7,12640000,40169.792,228.013,40272,38572,40527,A,7,40169.792
8,12640000,40058.763,149.292,40036,39440,40460,A,8,40058.763
9,12640000,40075.402,169.433,40187,39366,40457,A,9,40075.402
10,12640000,40060.556,132.923,40181,39611,40513,A,10,40060.556
11,12640000,40014.78,166.26,40042,39426,40350,A,11,40014.78
12,12640000,39993.665,203.724,40127,39466,40430,A,12,39993.665
13,12640000,41395.594,183.197,41505,40544,41834,B,1,41395.594
14,12640000,41104.555,313.224,41245,39617,41586,B,2,41104.555
15,12640000,40864.646,220.262,41077,40072,41295,B,3,40864.646
16,12640000,40601.378,156.42,40572,40141,40985,B,4,40601.378
17,12640000,40330.837,211.784,40432,39372,40702,B,5,40330.837
18,12640000,40244.589,266.814,40149,38912,40697,B,6,40244.589
19,12640000,40064.362,273.39,40082,38629,40795,B,7,40064.362
20,12640000,40015.058,269.583,40073,38728,40860,B,8,40015.058
21,12640000,40056.084,274.376,40096,38675,40435,B,9,40056.084
22,12640000,40025.219,313.574,40156,38556,40596,B,10,40025.219
23,12640000,40028.657,353.187,40230,38053,40641,B,11,40028.657
24,12640000,39963.957,273.972,39853,38693,40381,B,12,39963.957
25,12640000,41407.036,234.894,41517,40641,41894,C,1,41407.036
26,12640000,41077.526,240.898,41089,40296,41650,C,2,41077.526
27,12640000,40865.368,279.391,41057,40172,41568,C,3,40865.368
28,12640000,40588.464,181.437,40496,39991,41006,C,4,40588.464
29,12640000,40404.504,209.792,40312,39747,40905,C,5,40404.504
30,12640000,40357.363,178.473,40425,39749,41254,C,6,40357.363
31,12640000,40165.858,191.048,40124,39404,40651,C,7,40165.858
